degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
BCA,Information Technology,6.04,96.6,90.2,"Vue, JavaScript, Next.js, TypeScript, CSS, Angular",5,Frontend Developer
B.Tech,Design,9.34,74.6,93.5,"Adobe XD, Prototyping, Figma, Wireframing, User Testing, Design Systems, UI/UX",1,UX Designer
MCA,AI,8.55,86.6,93.3,"Git, Algorithms, Rust, C#, System Design, Python, C++",5,Software Engineer
MBA,Accounting,9.13,77.8,93.4,"Advanced Excel, Auditing, Accounting, GST, Tally, Finance",8,Accountant
BBA,Communications,7.3,71.8,94.6,"SEO, Copywriting, Content Strategy, Digital Marketing, Google Analytics, Social Media",8,Marketing Specialist
B.Com,Accounting,7.63,86.1,94.4,"Auditing, Accounting, GST, Finance, Tally, Advanced Excel",0,Accountant
BBA,Marketing,8.57,79.0,95.5,"Social Media, Copywriting, Google Analytics, Digital Marketing, Content Strategy, SEO",9,Marketing Specialist
M.Tech,Information Technology,6.45,73.7,93.3,"Git, C#, Python, Rust, C++, Go, Java",9,Software Engineer
BCA,Computer Science,8.09,67.2,97.0,"GraphQL, REST APIs, Docker, Java",12,Backend Developer
B.Com,Accounting,8.19,87.2,67.1,"Finance, Auditing, GST, Advanced Excel, Accounting, Tally",6,Accountant
PhD,Artificial Intelligence,9.33,71.4,88.5,"Scikit-Learn, TensorFlow, NLP",0,Data Scientist
B.Tech,Information Technology,9.69,65.7,92.1,"Docker, AWS, Linux, Kubernetes, Jenkins, CI/CD",6,DevOps Engineer
M.Com,Finance,6.02,89.6,74.0,"Auditing, Accounting, GST, Advanced Excel, Tally, Finance",12,Accountant
BA,Economics,6.19,79.0,97.0,"Content Strategy, Copywriting, SEO",0,Marketing Specialist
B.Com,Marketing,6.58,95.5,89.5,"Google Analytics, Social Media, Content Strategy, SEO, Copywriting, Digital Marketing",4,Marketing Specialist
MBA,Finance,8.62,91.8,78.5,"Auditing, Finance, Tally, Advanced Excel, Accounting, GST",5,Accountant
BA,Communications,6.71,84.4,88.0,"Social Media, Content Strategy, Google Analytics, SEO, Digital Marketing, Copywriting",5,Marketing Specialist
B.Tech,Information Technology,6.46,75.7,88.6,"SQL, Process Improvement, Market Research",0,Business Analyst
BBA,Finance,7.33,96.5,66.9,"Tableau, Data Visualization, Power BI, Market Research, SQL",4,Business Analyst
BCA,Computer Science,8.95,65.0,68.6,"System Design, Git, Go, C#, C++, Python",2,Software Engineer
B.Com,Marketing,6.68,88.0,70.2,"Google Analytics, Content Strategy, Digital Marketing, SEO, Social Media, Copywriting",11,Marketing Specialist
B.Com,Finance,9.45,78.4,78.1,"Finance, Auditing, Accounting, Tally",2,Accountant
MBA,Marketing,8.18,75.5,75.2,"Digital Marketing, Copywriting, Content Strategy, SEO, Google Analytics, Social Media",5,Marketing Specialist
BBA,Economics,8.59,79.4,65.7,"SEO, Digital Marketing, Google Analytics, Content Strategy, Copywriting, Social Media",11,Marketing Specialist
MCA,AI,8.67,93.7,80.6,"Data Structures, Java, C#, Python, Go, C++, Git, Rust",14,Software Engineer
MBA,Finance,7.46,79.4,97.0,"Stakeholder Management, Jira, Market Research",11,Product Manager
MCA,Data Science,9.72,74.2,76.1,"NLP, Data Analysis, Pandas, NumPy, Scikit-Learn, Deep Learning, Python, SQL",3,Data Scientist
BA,Business Administration,8.11,67.2,97.2,"Talent Acquisition, Recruiting, Employee Relations",8,HR Manager
MCA,Artificial Intelligence,8.95,79.6,83.4,"Data Analysis, Machine Learning, SQL, Deep Learning",9,Data Scientist
M.Tech,Information Technology,6.45,79.5,97.8,"REST APIs, Java, GraphQL, Node.js, Django",11,Backend Developer
Diploma,Computer Science,8.02,94.4,73.8,"JavaScript, Angular, HTML, Vue, React",1,Frontend Developer
MBA,Marketing,8.13,84.7,93.9,"Product Strategy, Stakeholder Management, Jira, Market Research, Scrum, Roadmapping, Agile",6,Product Manager
B.Tech,Computer Science,6.33,91.4,96.4,"FastAPI, Java, REST APIs, PostgreSQL, Python, Django",12,Backend Developer
BA,Marketing,6.25,97.3,80.0,"Content Strategy, Google Analytics, Digital Marketing, Social Media, Copywriting, SEO",3,Marketing Specialist
MCA,Information Technology,6.75,73.9,90.2,"Terraform, AWS, Jenkins, CI/CD, Docker, Linux, Kubernetes",5,DevOps Engineer
MBA,Business Administration,9.09,69.2,87.3,"Tableau, SQL, Power BI, Data Visualization, Market Research",15,Business Analyst
MBA,Communications,6.64,88.8,67.4,"Social Media, SEO, Copywriting, Google Analytics, Content Strategy, Digital Marketing",9,Marketing Specialist
B.Tech,Electronics,9.4,82.0,81.1,"Terraform, Kubernetes, Docker, CI/CD, Linux, AWS, Jenkins",9,DevOps Engineer
B.Sc,CS,7.96,91.6,85.1,"User Testing, Figma, Wireframing",0,UX Designer
B.Tech,Design,6.82,88.5,65.8,"Vue, HTML, CSS",0,Frontend Developer
BA,Human Resources,9.64,82.1,92.2,"Recruiting, Onboarding, Employee Relations, Communication, Talent Acquisition",6,HR Manager
MBA,Accounting,8.67,83.8,78.8,"Tally, Accounting, Auditing, Finance, GST, Advanced Excel",11,Accountant
BCA,Information Technology,6.57,87.6,89.0,"Git, System Design, Algorithms, C++, Rust, Java",9,Software Engineer
MBA,Business Administration,8.22,87.8,75.6,"Recruiting, Talent Acquisition, Employee Relations, Onboarding",14,HR Manager
BBA,Business Administration,7.4,97.0,76.7,"Agile, Roadmapping, Stakeholder Management, Product Strategy, Jira, Market Research, Scrum",11,Product Manager
M.Tech,Information Technology,7.08,84.0,76.4,"Git, Go, C++, Rust, Java",5,Software Engineer
Diploma,Information Technology,9.33,88.3,83.6,"Figma, Prototyping, Wireframing, User Testing, Design Systems, UI/UX, Adobe XD",5,UX Designer
BA,Design,9.39,97.3,83.2,"Figma, Prototyping, UI/UX, Wireframing",7,UX Designer
M.Tech,Computer Science,9.1,95.8,77.0,"GraphQL, Node.js, SQL, REST APIs",6,Backend Developer
BBA,Human Resources,7.19,96.8,82.1,"Recruiting, Onboarding, Talent Acquisition, Communication, Employee Relations",5,HR Manager
M.Tech,Information Technology,8.15,95.6,69.1,"Terraform, Jenkins, CI/CD, Kubernetes",1,DevOps Engineer
BCA,Information Technology,7.58,69.7,80.1,"Django, SQL, Java, REST APIs, Docker, MongoDB",11,Backend Developer
MBA,Business Administration,6.88,73.4,82.6,"Product Strategy, Agile, Roadmapping, Jira, Market Research, Scrum",12,Product Manager
MBA,Finance,9.4,65.6,93.4,"Auditing, Advanced Excel, Accounting, Finance, GST",2,Accountant
BBA,Finance,6.51,77.8,90.0,"Market Research, Power BI, Process Improvement, Data Visualization",4,Business Analyst
MCA,Computer Science,7.07,73.1,67.4,"Terraform, Docker, Kubernetes, AWS, Linux",4,DevOps Engineer
MBA,Finance,7.6,81.0,89.6,"Roadmapping, Product Strategy, Market Research, Jira, Agile, Stakeholder Management, Scrum",8,Product Manager
B.Tech,Business Administration,8.52,67.0,65.1,"Process Improvement, Data Visualization, Market Research",3,Business Analyst
BBA,Human Resources,8.44,79.7,88.5,"Talent Acquisition, Employee Relations, Communication, Recruiting, Onboarding",12,HR Manager
M.Com,Accounting,7.23,84.5,96.1,"Auditing, GST, Tally, Accounting",2,Accountant
BBA,Business Administration,7.73,73.3,79.7,"Stakeholder Management, Market Research, Jira, Product Strategy, Roadmapping",5,Product Manager
M.Tech,Data Science,7.64,66.1,88.5,"TensorFlow, NLP, Scikit-Learn, Data Analysis, Python, Deep Learning, Statistics, Pandas",9,Data Scientist
Diploma,CS,7.76,94.7,85.7,"Prototyping, User Testing, Adobe XD, Wireframing, Figma, Design Systems, UI/UX",9,UX Designer
MBA,Business Administration,9.35,84.0,96.4,"Communication, Onboarding, Employee Relations, Talent Acquisition, Recruiting",11,HR Manager
B.Com,Finance,7.18,67.7,78.8,"Tally, Accounting, Auditing, Advanced Excel",10,Accountant
MBA,Information Technology,7.98,90.1,82.1,"SQL, Process Improvement, Market Research, Power BI, Data Visualization",4,Business Analyst
B.Tech,Computer Science,8.68,67.1,88.5,"REST APIs, Django, MongoDB, FastAPI, GraphQL, PostgreSQL, Node.js",5,Backend Developer
BBA,Marketing,6.81,81.1,78.9,"Digital Marketing, SEO, Social Media, Copywriting, Content Strategy, Google Analytics",6,Marketing Specialist
BBA,Information Technology,8.17,88.4,83.3,"SQL, Power BI, Market Research, Process Improvement, Tableau, Data Visualization",10,Business Analyst
MBA,Business Administration,6.09,66.0,89.5,"Product Strategy, Jira, Roadmapping",9,Product Manager
BCA,Computer Science,8.23,68.6,93.6,"Java, REST APIs, Node.js, Django, SQL, FastAPI",12,Backend Developer
PhD,Computer Science,7.01,96.0,82.0,"Statistics, Machine Learning, Python, TensorFlow, NLP, Scikit-Learn",7,Data Scientist
BBA,Business Administration,8.35,91.9,71.5,"Agile, Market Research, Scrum, Jira, Stakeholder Management, Product Strategy, Roadmapping",0,Product Manager
B.Tech,Information Technology,7.26,70.9,72.2,"Tailwind, JavaScript, Angular",4,Frontend Developer
BA,Information Technology,8.58,81.4,72.0,"Prototyping, Design Systems, Wireframing, Adobe XD",11,UX Designer
BBA,Marketing,7.14,86.4,79.4,"Stakeholder Management, Market Research, Scrum, Roadmapping, Jira, Product Strategy, Agile",1,Product Manager
B.Tech,Information Technology,9.57,97.7,84.7,"AWS, Terraform, Docker, Jenkins, Linux, CI/CD",7,DevOps Engineer
MCA,Information Technology,7.75,89.8,70.6,"CI/CD, Linux, Jenkins, Kubernetes, Docker, AWS, Terraform",4,DevOps Engineer
Diploma,Information Technology,9.53,93.0,83.9,"React, HTML, CSS, TypeScript, JavaScript, Angular, Next.js",11,Frontend Developer
BBA,Marketing,7.8,83.5,68.1,"Market Research, Jira, Stakeholder Management, Product Strategy, Roadmapping, Agile, Scrum",0,Product Manager
MBA,Business Administration,9.6,78.7,87.4,"Process Improvement, Tableau, Power BI, Market Research, SQL, Data Visualization",3,Business Analyst
MBA,Business Administration,8.55,72.8,90.4,"Market Research, Process Improvement, Tableau, Power BI, SQL",3,Business Analyst
BA,Economics,6.24,85.0,76.1,"Digital Marketing, Copywriting, Content Strategy, Social Media, SEO, Google Analytics",6,Marketing Specialist
B.Sc,Design,7.36,67.5,73.5,"Prototyping, UI/UX, Design Systems, Adobe XD, Wireframing, Figma, User Testing",7,UX Designer
BBA,Human Resources,8.91,94.4,71.4,"Communication, Recruiting, Talent Acquisition, Onboarding, Employee Relations",11,HR Manager
BBA,Communications,8.21,83.0,79.5,"Digital Marketing, Content Strategy, Google Analytics, Copywriting, SEO, Social Media",7,Marketing Specialist
MCA,Artificial Intelligence,9.75,87.9,95.4,"TensorFlow, NumPy, Python, Statistics, NLP",10,Data Scientist
B.Com,Finance,6.19,69.2,73.2,"Auditing, Finance, Tally, Advanced Excel, Accounting",12,Accountant
BCA,Computer Science,6.07,67.1,79.3,"Go, Python, Git, System Design, C#, Rust",8,Software Engineer
BBA,Human Resources,8.0,70.7,85.6,"Talent Acquisition, Communication, Recruiting, Onboarding, Employee Relations",5,HR Manager
MCA,Information Technology,7.28,84.8,70.1,"Git, System Design, Data Structures",6,Software Engineer
BCA,Design,8.98,70.0,69.9,"Angular, Tailwind, Next.js, HTML, React, CSS, TypeScript",12,Frontend Developer
B.Tech,Business Administration,8.0,81.4,77.4,"Scrum, Agile, Product Strategy, Market Research",3,Product Manager
Diploma,Information Technology,7.01,74.1,76.9,"JavaScript, TypeScript, Vue, Angular, Next.js, React",0,Frontend Developer
BBA,Communications,9.61,89.0,66.6,"SEO, Copywriting, Social Media, Digital Marketing",8,Marketing Specialist
PhD,Artificial Intelligence,8.58,82.9,86.5,"Deep Learning, Pandas, Scikit-Learn, Python, TensorFlow",5,Data Scientist
MBA,Human Resources,8.26,91.5,73.6,"Communication, Talent Acquisition, Employee Relations",7,HR Manager
BCA,Information Technology,8.9,73.0,72.2,"Go, System Design, Rust, C++, Python, C#, Data Structures",4,Software Engineer
B.Com,Economics,6.59,93.6,87.8,"Social Media, Google Analytics, Content Strategy, SEO, Copywriting, Digital Marketing",2,Marketing Specialist
MBA,Human Resources,6.79,94.2,81.5,"Recruiting, Employee Relations, Communication, Talent Acquisition, Onboarding",6,HR Manager
MCA,Data Science,7.21,85.9,73.3,"NumPy, Pandas, Python",13,Data Scientist
B.Tech,Information Technology,7.71,97.2,78.5,"Django, GraphQL, Java, Node.js, PostgreSQL, FastAPI, MongoDB, SQL",0,Backend Developer
MBA,Finance,9.71,72.7,79.4,"Accounting, Finance, Auditing, Tally, GST, Advanced Excel",10,Accountant
BA,Communications,6.44,68.7,85.8,"Digital Marketing, Social Media, Copywriting, Google Analytics, Content Strategy, SEO",8,Marketing Specialist
MCA,Information Technology,7.29,73.3,80.7,"Linux, CI/CD, AWS, Terraform, Jenkins, Docker, Kubernetes",4,DevOps Engineer
BBA,Marketing,7.73,77.2,94.8,"Content Strategy, Social Media, Digital Marketing, Google Analytics",1,Marketing Specialist
B.Com,Finance,9.09,66.3,90.7,"GST, Advanced Excel, Tally, Accounting, Auditing",0,Accountant
B.Tech,Information Technology,7.22,77.0,66.1,"Angular, CSS, React, Tailwind, TypeScript",11,Frontend Developer
B.Com,Accounting,9.27,89.4,80.5,"GST, Tally, Auditing, Finance, Accounting",2,Accountant
BA,Design,6.9,77.3,91.1,"Design Systems, Prototyping, Wireframing",11,UX Designer
Diploma,Information Technology,8.67,84.6,95.2,"Next.js, HTML, Vue, React, CSS, TypeScript, JavaScript",8,Frontend Developer
B.Com,Communications,9.74,80.3,96.0,"Copywriting, Google Analytics, Content Strategy, Digital Marketing, Social Media",3,Marketing Specialist
PhD,Artificial Intelligence,9.21,78.6,83.8,"SQL, NumPy, TensorFlow, NLP, Deep Learning, Statistics",10,Data Scientist
M.Com,Finance,8.51,79.6,69.6,"Accounting, Auditing, GST, Tally, Advanced Excel",6,Accountant
B.Tech,Finance,8.62,69.9,76.7,"Roadmapping, Jira, Stakeholder Management, Product Strategy, Agile, Market Research, Scrum",7,Product Manager
MBA,Business Administration,8.55,89.3,79.0,"Talent Acquisition, Employee Relations, Recruiting, Communication, Onboarding",2,HR Manager
B.Com,Economics,7.06,86.0,83.3,"Social Media, Copywriting, Google Analytics, SEO",11,Marketing Specialist
MBA,Finance,8.7,90.2,87.8,"Accounting, Finance, GST, Auditing, Tally, Advanced Excel",1,Accountant
BCA,Design,9.31,96.2,66.1,"Angular, Tailwind, CSS, React, Vue, TypeScript",7,Frontend Developer
MCA,Data Science,6.69,90.7,82.6,"Python, Deep Learning, NumPy, Statistics",7,Data Scientist
MBA,Business Administration,9.56,72.4,83.8,"Employee Relations, Talent Acquisition, Onboarding",13,HR Manager
MBA,Marketing,7.82,65.1,94.3,"Product Strategy, Agile, Scrum, Roadmapping, Market Research, Jira, Stakeholder Management",4,Product Manager
B.Com,Finance,9.72,79.0,95.8,"Tally, Accounting, Advanced Excel, GST, Auditing, Finance",8,Accountant
M.Tech,Information Technology,7.28,78.7,95.8,"Python, Go, System Design, Rust",8,Software Engineer
B.Sc,Design,6.38,65.1,96.1,"Tailwind, React, Angular, JavaScript, TypeScript",12,Frontend Developer
B.Tech,Finance,6.68,87.7,91.5,"Process Improvement, Tableau, Power BI, Data Visualization, Market Research, SQL",8,Business Analyst
B.Tech,Information Technology,8.01,70.0,76.3,"Market Research, Data Visualization, Process Improvement, Power BI, Tableau, SQL",8,Business Analyst
MCA,Information Technology,6.06,74.4,77.2,"Docker, AWS, Linux, Terraform, CI/CD, Jenkins, Kubernetes",8,DevOps Engineer
M.Tech,Computer Science,7.99,68.9,90.3,"CI/CD, Jenkins, AWS",2,DevOps Engineer
B.Sc,Design,8.68,79.5,86.6,"TypeScript, CSS, Tailwind, Angular, JavaScript, HTML",0,Frontend Developer
B.Tech,Artificial Intelligence,8.38,65.8,93.8,"TensorFlow, Pandas, Python, Data Analysis, Machine Learning",9,Data Scientist
MBA,Accounting,7.66,76.5,88.0,"Advanced Excel, GST, Finance, Auditing, Accounting, Tally",14,Accountant
MBA,Human Resources,7.11,69.6,70.4,"Talent Acquisition, Employee Relations, Onboarding, Recruiting, Communication",6,HR Manager
BA,Human Resources,8.97,90.5,93.7,"Recruiting, Employee Relations, Communication, Talent Acquisition, Onboarding",10,HR Manager
BBA,Marketing,8.93,89.1,73.6,"Jira, Product Strategy, Market Research, Stakeholder Management, Scrum, Roadmapping, Agile",3,Product Manager
MBA,Accounting,9.2,68.4,65.3,"Auditing, Finance, Advanced Excel, Tally, Accounting",7,Accountant
M.Tech,Computer Science,9.62,81.5,68.8,"Rust, Go, Git, C++, Java, Python, Data Structures",7,Software Engineer
BA,Human Resources,7.44,68.6,71.0,"Recruiting, Employee Relations, Onboarding, Talent Acquisition",1,HR Manager
B.Tech,Computer Science,7.4,72.6,70.1,"Vue, Angular, JavaScript, React, Tailwind, CSS",5,Frontend Developer
Diploma,Design,7.5,90.4,70.3,"Prototyping, Design Systems, User Testing, Adobe XD",12,UX Designer
M.Com,Finance,6.14,67.0,83.6,"Auditing, Finance, GST, Tally, Advanced Excel, Accounting",8,Accountant
M.Com,Accounting,9.54,66.2,74.2,"Tally, Auditing, Accounting, Finance, GST, Advanced Excel",6,Accountant
MCA,Information Technology,8.91,77.2,79.2,"C++, System Design, Data Structures, Java, C#, Git",6,Software Engineer
B.Tech,Information Technology,6.98,86.8,92.7,"Process Improvement, Tableau, SQL, Power BI, Market Research, Data Visualization",12,Business Analyst
BCA,AI,9.15,69.5,84.9,"Go, Java, Algorithms, Git, System Design, Python",12,Software Engineer
MBA,Business Administration,7.19,70.7,80.7,"Communication, Talent Acquisition, Employee Relations, Recruiting",1,HR Manager
BA,Communications,9.03,79.4,69.1,"SEO, Digital Marketing, Google Analytics, Content Strategy, Social Media, Copywriting",5,Marketing Specialist
B.Tech,Design,6.75,92.0,79.2,"Wireframing, Design Systems, Prototyping, Figma, Adobe XD",2,UX Designer
BCA,AI,8.19,76.6,95.7,"C++, Data Structures, Go, Java, System Design",10,Software Engineer
BCA,Information Technology,8.43,81.8,74.0,"HTML, Angular, React, Vue, Tailwind",8,Frontend Developer
B.Tech,Business Administration,6.78,66.1,86.9,"Agile, Market Research, Roadmapping, Stakeholder Management, Jira, Product Strategy",10,Product Manager
B.Com,Finance,7.71,73.0,94.0,"Accounting, Tally, Finance, Advanced Excel, GST, Auditing",2,Accountant
B.Com,Communications,8.21,92.9,90.2,"Google Analytics, Digital Marketing, Copywriting, Social Media, Content Strategy, SEO",8,Marketing Specialist
B.Com,Economics,6.76,81.1,86.0,"Copywriting, Content Strategy, Digital Marketing, Social Media, SEO, Google Analytics",7,Marketing Specialist
B.Tech,Marketing,6.87,86.4,94.6,"Product Strategy, Scrum, Stakeholder Management, Roadmapping, Jira, Agile",10,Product Manager
MBA,Human Resources,6.47,88.5,90.6,"Employee Relations, Recruiting, Communication",8,HR Manager
MBA,Economics,8.59,72.3,71.6,"Digital Marketing, SEO, Content Strategy, Copywriting",6,Marketing Specialist
B.Tech,Business Administration,6.6,79.0,82.7,"Data Visualization, Process Improvement, SQL, Tableau, Power BI, Market Research",1,Business Analyst
B.Com,Finance,8.94,87.0,73.0,"Accounting, Auditing, GST, Tally",7,Accountant
MBA,Business Administration,6.08,77.5,79.1,"Employee Relations, Onboarding, Recruiting, Communication, Talent Acquisition",7,HR Manager
MBA,Finance,7.56,97.6,70.8,"Scrum, Roadmapping, Stakeholder Management, Market Research, Jira, Product Strategy",5,Product Manager
BBA,Marketing,9.58,90.6,76.1,"SEO, Social Media, Content Strategy, Google Analytics, Copywriting",6,Marketing Specialist
MBA,Business Administration,7.5,88.4,94.2,"Scrum, Roadmapping, Jira, Stakeholder Management, Agile, Market Research, Product Strategy",1,Product Manager
MBA,Finance,9.54,66.6,82.6,"GST, Tally, Advanced Excel, Auditing, Finance, Accounting",9,Accountant
M.Tech,AI,6.2,87.6,80.0,"C#, C++, Algorithms, Java, Python, Go, Data Structures, System Design",13,Software Engineer
B.Sc,Design,6.67,91.3,80.9,"Figma, User Testing, UI/UX, Design Systems, Prototyping, Adobe XD, Wireframing",10,UX Designer
B.Tech,Marketing,6.24,70.6,72.5,"Scrum, Product Strategy, Stakeholder Management, Market Research, Jira, Roadmapping",1,Product Manager
BCA,Computer Science,6.97,68.7,84.6,"React, JavaScript, CSS, Vue, Next.js, TypeScript, Angular",10,Frontend Developer
B.Tech,Information Technology,7.37,73.9,83.0,"Wireframing, UI/UX, Figma, Prototyping, Adobe XD",0,UX Designer
BBA,Communications,7.82,76.6,97.3,"Google Analytics, Content Strategy, Copywriting, Social Media, SEO",10,Marketing Specialist
B.Tech,Information Technology,6.15,93.9,81.5,"Next.js, React, Vue, Tailwind, JavaScript",7,Frontend Developer
PhD,Computer Science,9.0,68.1,94.0,"SQL, Machine Learning, Statistics",12,Data Scientist
B.Tech,CS,9.06,77.4,78.9,"User Testing, Figma, Wireframing, UI/UX, Adobe XD, Design Systems, Prototyping",6,UX Designer
B.Tech,Computer Science,6.12,94.3,87.3,"AWS, Kubernetes, CI/CD",3,DevOps Engineer
BCA,Computer Science,6.29,77.8,74.1,"JavaScript, Next.js, TypeScript, React, HTML, CSS",12,Frontend Developer
BCA,Computer Science,6.2,83.1,70.2,"Node.js, GraphQL, FastAPI, MongoDB",1,Backend Developer
B.Tech,Artificial Intelligence,7.2,95.4,73.3,"Statistics, Machine Learning, Pandas",5,Data Scientist
MCA,Computer Science,9.03,72.7,76.8,"C++, Java, Go, System Design, C#, Python, Algorithms",7,Software Engineer
B.Tech,CS,6.69,68.6,86.5,"Figma, Prototyping, Adobe XD, UI/UX, User Testing",0,UX Designer
B.Tech,Business Administration,7.24,79.0,70.6,"Stakeholder Management, Market Research, Jira, Roadmapping, Product Strategy, Agile, Scrum",9,Product Manager
MBA,Marketing,8.2,77.1,67.8,"Market Research, Stakeholder Management, Scrum, Roadmapping, Product Strategy, Agile",4,Product Manager
MBA,Finance,6.62,97.5,75.4,"Stakeholder Management, Jira, Product Strategy, Market Research, Scrum, Agile",15,Product Manager
BA,Human Resources,7.21,96.6,68.1,"Communication, Employee Relations, Recruiting, Talent Acquisition, Onboarding",4,HR Manager
B.Tech,Marketing,7.18,77.0,75.1,"Agile, Scrum, Product Strategy",6,Product Manager
BBA,Marketing,6.35,94.4,65.0,"Content Strategy, Google Analytics, SEO, Digital Marketing, Copywriting, Social Media",6,Marketing Specialist
M.Tech,Information Technology,8.81,65.2,73.4,"FastAPI, Python, PostgreSQL, REST APIs, SQL",11,Backend Developer
M.Tech,Information Technology,6.4,86.5,66.2,"Git, Java, System Design",11,Software Engineer
BBA,Business Administration,9.56,96.8,80.5,"Agile, Roadmapping, Product Strategy, Jira, Stakeholder Management, Market Research, Scrum",6,Product Manager
Diploma,Information Technology,6.24,90.6,86.4,"HTML, CSS, Vue",11,Frontend Developer
B.Sc,Computer Science,6.47,93.7,71.8,"HTML, Tailwind, Vue, CSS, JavaScript, Next.js",12,Frontend Developer
BBA,Finance,8.5,96.1,69.8,"Stakeholder Management, Roadmapping, Jira, Scrum, Agile, Market Research, Product Strategy",12,Product Manager
MBA,Human Resources,8.82,91.3,79.0,"Recruiting, Talent Acquisition, Employee Relations, Communication",5,HR Manager
B.Tech,Computer Science,7.06,87.8,77.9,"Django, REST APIs, Node.js, FastAPI, MongoDB, PostgreSQL, Docker",2,Backend Developer
M.Tech,Information Technology,9.6,89.8,73.9,"Algorithms, Data Structures, Python, System Design, C++, Java",6,Software Engineer
M.Sc,Data Science,9.35,80.7,98.0,"NLP, Pandas, Machine Learning, TensorFlow, Scikit-Learn",10,Data Scientist
BCA,AI,8.27,87.6,86.1,"Algorithms, System Design, Python, Data Structures, Java, Go, Git, C#",8,Software Engineer
M.Tech,Information Technology,8.41,96.9,86.1,"GraphQL, Python, Node.js, SQL, Django, Java, FastAPI, REST APIs",5,Backend Developer
BBA,Marketing,6.94,90.0,80.8,"Copywriting, Content Strategy, Digital Marketing, Google Analytics, Social Media",1,Marketing Specialist
MBA,Information Technology,9.03,75.6,73.4,"Tableau, Power BI, Process Improvement, Data Visualization, SQL",13,Business Analyst
B.Com,Finance,8.36,83.4,88.0,"Accounting, Auditing, GST",4,Accountant
BBA,Information Technology,8.28,80.9,83.8,"Power BI, Tableau, Data Visualization, Market Research, Process Improvement, SQL",8,Business Analyst
MCA,Information Technology,9.34,85.0,94.4,"C#, System Design, Go, Algorithms, Java, Python, C++, Rust",2,Software Engineer
B.Tech,Computer Science,7.95,94.4,85.2,"REST APIs, MongoDB, Python, GraphQL, Node.js, FastAPI, SQL",8,Backend Developer
BA,Human Resources,9.65,92.1,80.2,"Communication, Employee Relations, Recruiting, Onboarding, Talent Acquisition",9,HR Manager
BCA,Design,6.7,77.9,81.4,"JavaScript, React, CSS, HTML",5,Frontend Developer
M.Tech,Computer Science,7.75,68.8,96.8,"Deep Learning, Machine Learning, NLP, Data Analysis, Scikit-Learn",4,Data Scientist
B.Tech,Information Technology,6.88,81.2,73.4,"Terraform, CI/CD, Docker, Linux, AWS, Jenkins, Kubernetes",12,DevOps Engineer
MCA,AI,7.67,72.9,80.9,"Java, Algorithms, C#, Rust",6,Software Engineer
B.Tech,Finance,6.55,66.7,93.4,"Market Research, Process Improvement, Power BI",5,Business Analyst
B.Com,Finance,8.62,89.4,83.1,"Auditing, Accounting, GST, Tally",7,Accountant
MBA,Accounting,7.72,72.3,88.8,"GST, Tally, Advanced Excel, Accounting, Finance, Auditing",7,Accountant
BBA,Business Administration,8.51,86.0,72.9,"Tableau, Data Visualization, Process Improvement, SQL, Market Research, Power BI",3,Business Analyst
B.Tech,Data Science,7.54,84.0,96.5,"Scikit-Learn, SQL, NLP, Python, Machine Learning, Data Analysis",12,Data Scientist
M.Tech,Electronics,9.13,69.2,72.5,"Docker, Jenkins, Terraform",15,DevOps Engineer
PhD,Artificial Intelligence,9.58,90.0,88.7,"TensorFlow, Scikit-Learn, Statistics, Python",4,Data Scientist
B.Sc,Design,7.82,70.6,72.4,"Figma, User Testing, Wireframing, Prototyping, Adobe XD, Design Systems",1,UX Designer
MCA,Computer Science,6.79,67.2,68.5,"FastAPI, Python, PostgreSQL, Django, MongoDB, GraphQL",2,Backend Developer
BA,Economics,7.69,74.2,86.5,"Social Media, Copywriting, Content Strategy, Digital Marketing, SEO, Google Analytics",11,Marketing Specialist
B.Sc,Design,8.55,84.0,78.1,"Design Systems, UI/UX, Prototyping, Figma",4,UX Designer
B.Sc,Information Technology,6.06,95.2,95.3,"Tailwind, Next.js, HTML",5,Frontend Developer
B.Tech,Information Technology,6.47,81.9,87.0,"Tableau, Power BI, Data Visualization, Market Research",12,Business Analyst
B.Tech,Finance,7.83,97.2,90.2,"Agile, Product Strategy, Scrum, Roadmapping, Market Research, Stakeholder Management, Jira",5,Product Manager
BBA,Business Administration,8.93,68.3,94.2,"Talent Acquisition, Recruiting, Employee Relations, Onboarding",12,HR Manager
BA,CS,7.56,87.5,81.3,"Prototyping, Figma, Design Systems",10,UX Designer
B.Tech,Finance,9.0,67.3,79.2,"Tableau, Data Visualization, Market Research, Power BI",1,Business Analyst
MCA,Information Technology,8.6,72.6,81.3,"Python, Java, Rust, Git, C++, Go, Data Structures, System Design",8,Software Engineer
M.Tech,Artificial Intelligence,6.52,66.7,65.5,"NLP, SQL, Python, Deep Learning, TensorFlow, Pandas, Scikit-Learn",9,Data Scientist
MBA,Marketing,9.15,79.8,87.9,"Stakeholder Management, Roadmapping, Market Research, Agile",5,Product Manager
M.Tech,Information Technology,8.92,96.2,92.5,"Java, REST APIs, Django, Python",11,Backend Developer
B.Com,Finance,6.09,79.9,70.2,"Tally, Advanced Excel, Finance, GST, Accounting, Auditing",11,Accountant
PhD,Artificial Intelligence,9.71,75.6,95.4,"TensorFlow, NumPy, Python, SQL, Data Analysis, Scikit-Learn",8,Data Scientist
