degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
Diploma,Mechanical Engineering,6.94,76.1,83.7,"Manufacturing, AutoCAD, CAD/CAM",5,Mechanical Engineer
BA,CS,6.84,91.2,69.1,"Wireframing, Prototyping, Design Systems, Figma, User Testing, Adobe XD, UI/UX",0,UX Designer
MCA,Information Technology,7.57,68.0,67.9,"C++, Algorithms, Data Structures, Go",2,Software Engineer
Diploma,Mechanical,7.93,68.5,85.5,"CAD/CAM, Ansys, Manufacturing, AutoCAD, Thermodynamics, SolidWorks",5,Mechanical Engineer
B.Com,Accounting,9.33,69.6,90.9,"Accounting, Valuation, Data Analysis, Excel, Financial Modeling, Bloomberg",12,Financial Analyst
B.Com,Mathematics,8.09,96.1,93.9,"Research, Report Writing, Data Analysis",7,Research Analyst
BA,Design,6.23,77.1,83.5,"UI/UX, Design Systems, Wireframing, Prototyping",0,UX Designer
MA,Statistics,7.33,90.3,92.4,"SPSS, Data Analysis, Report Writing, Research, Excel, Market Research",6,Research Analyst
MBA,Marketing,8.39,85.2,92.5,"Social Media, Google Analytics, Copywriting, SEO, Digital Marketing, Content Strategy",2,Marketing Specialist
M.Sc,Economics,8.32,87.3,85.4,"SAS, Stata, Economic Research, Data Analysis, R, Statistics, Econometrics",5,Economist
B.Sc,Design,9.33,62.9,75.9,"UI/UX, Adobe XD, Design Systems, Prototyping, Wireframing",0,UX Designer
M.Sc,Economics,8.05,63.2,66.6,"R, Economic Research, Econometrics, SAS, Data Analysis, Statistics",4,Economist
B.Tech,CS,6.97,67.4,94.1,"User Testing, Prototyping, UI/UX, Design Systems, Wireframing",6,UX Designer
BA,Business Administration,9.22,66.5,63.7,"Onboarding, Communication, Recruiting",9,HR Manager
BA,Marketing,6.51,64.5,65.3,"Social Media, Google Analytics, Content Strategy, SEO, Digital Marketing, Copywriting",0,Marketing Specialist
B.Com,Accounting,6.23,73.0,77.0,"Financial Modeling, Valuation, Excel, Bloomberg, Accounting, Data Analysis",12,Financial Analyst
M.Com,Accounting,6.86,69.2,70.5,"Auditing, GST, Tally",15,Accountant
BCA,Maths,6.62,66.4,66.9,"Power BI, Tableau, Data Visualization, Statistics, Python, Excel, SQL",4,Data Analyst
Diploma,Civil Engineering,9.31,87.0,70.6,"STAAD Pro, Estimation, AutoCAD, Project Management, Construction Materials, Surveying",6,Civil Engineer
BA,Human Resources,8.04,92.4,97.9,"Employee Relations, Recruiting, Onboarding",2,HR Manager
B.Tech,Construction,6.81,85.4,60.5,"Health & Safety, AutoCAD, Site Management, Surveying, Quality Control",12,Site Engineer
MCA,Data Science,9.09,66.7,89.6,"NLP, Machine Learning, Scikit-Learn, Data Analysis, Python, Statistics, Pandas, TensorFlow",12,Data Scientist
Diploma,Information Technology,6.74,67.2,66.7,"CSS, HTML, Angular, React, TypeScript",4,Frontend Developer
BCA,Information Technology,8.92,69.5,77.9,"Tailwind, HTML, CSS",5,Frontend Developer
MBA,Information Technology,9.05,81.3,78.5,"Excel, Power BI, Market Research, SQL, Data Visualization, Tableau, Process Improvement",1,Business Analyst
B.Tech,Marketing,9.3,64.1,73.0,"Agile, Product Strategy, Roadmapping",0,Product Manager
B.Sc,Information Technology,8.65,72.8,90.5,"UI/UX, Prototyping, Adobe XD, User Testing, Figma, Design Systems",12,UX Designer
M.Tech,Electronics,7.73,94.4,81.8,"Kubernetes, Linux, AWS, Jenkins, CI/CD, Terraform, Docker",7,DevOps Engineer
B.Com,Economics,7.49,76.8,84.2,"Copywriting, Google Analytics, SEO",8,Marketing Specialist
Diploma,Civil Engineering,8.9,82.0,96.6,"AutoCAD, Site Management, Surveying, Health & Safety",0,Site Engineer
B.Com,Accounting,9.66,81.9,68.0,"Taxation, Advanced Excel, Accounting, Finance, GST, Tally",3,Accountant
B.Tech,Civil Engineering,7.14,85.3,61.9,"AutoCAD, Site Management, Quality Control, Surveying",7,Site Engineer
Diploma,Information Technology,6.07,68.9,78.5,"UI/UX, Prototyping, Design Systems, Adobe XD, Figma",3,UX Designer
Diploma,Computer Science,6.03,74.2,68.5,"Tailwind, TypeScript, Next.js, Angular, React",4,Frontend Developer
MCA,Information Technology,6.5,61.0,97.5,"Algorithms, Git, Rust, C++, System Design, Java",5,Software Engineer
B.Com,Information Technology,8.99,95.8,85.8,"Data Visualization, Market Research, Power BI",2,Business Analyst
M.Sc,Economics,8.98,70.3,76.5,"Excel, Market Research, Research, Report Writing, SPSS, Data Analysis",9,Research Analyst
MBA,Finance,6.46,89.8,60.9,"Market Research, Data Visualization, Tableau, Power BI",5,Business Analyst
BCA,Maths,7.57,79.4,67.7,"Power BI, Tableau, SQL, Data Visualization, Statistics, Python, Excel",10,Data Analyst
MA,Economics,9.08,60.6,88.4,"Statistics, R, SAS, Economic Research, Stata, Econometrics, Data Analysis",10,Economist
B.Com,Mathematics,8.5,97.5,91.5,"Statistics, Data Visualization, Power BI, Tableau, Python, SQL, Excel",8,Data Analyst
MA,Economics,9.13,96.2,79.0,"SPSS, Excel, Market Research, Research, Report Writing, Data Analysis",1,Research Analyst
M.Tech,Computer Science,6.05,87.1,82.5,"Linux, Kubernetes, Jenkins, Docker, AWS, Terraform",15,DevOps Engineer
B.Tech,Computer Science,9.08,85.4,81.7,"Data Visualization, Excel, Tableau, Statistics",11,Data Analyst
B.Tech,Civil,9.14,95.9,71.9,"STAAD Pro, Steel Design, AutoCAD, ETABS, Structural Analysis",5,Structural Engineer
MBA,Commerce,9.27,66.2,75.5,"Accounting, Finance, Taxation, Auditing, Advanced Excel, Tally, GST",9,Accountant
Diploma,Civil Engineering,8.23,81.9,93.8,"AutoCAD, Surveying, STAAD Pro, Estimation, Project Management, Construction Materials",10,Civil Engineer
BA,Economics,7.44,90.6,92.6,"Data Analysis, Stata, R, Econometrics, Statistics, Economic Research, SAS",12,Economist
MBA,Economics,7.07,88.9,61.4,"Valuation, Bloomberg, Excel, Data Analysis, Accounting, Financial Modeling",15,Financial Analyst
M.Tech,Civil,6.33,72.7,74.7,"Estimation, Surveying, Project Management, Construction Materials, AutoCAD",4,Civil Engineer
B.Tech,Information Technology,7.16,94.7,63.4,"Django, PostgreSQL, SQL, REST APIs, GraphQL",6,Backend Developer
B.Tech,CS,7.18,79.3,60.4,"Prototyping, Figma, Design Systems, Adobe XD, UI/UX, Wireframing, User Testing",1,UX Designer
BBA,Marketing,6.38,94.6,81.5,"Digital Marketing, SEO, Copywriting, Google Analytics, Content Strategy, Social Media",5,Marketing Specialist
B.Tech,Computer Science,7.81,96.0,95.1,"CI/CD, Jenkins, Terraform, Kubernetes",3,DevOps Engineer
B.Tech,Civil,9.37,68.1,90.8,"Project Management, AutoCAD, Surveying, STAAD Pro",7,Civil Engineer
MCA,Electronics,6.55,93.6,85.0,"Docker, AWS, Terraform, Linux",2,DevOps Engineer
B.Tech,Business Administration,7.29,87.3,74.0,"SQL, Market Research, Data Visualization, Excel, Power BI, Process Improvement, Tableau",5,Business Analyst
M.Tech,Civil Engineering,8.56,76.0,83.8,"Project Management, Estimation, STAAD Pro, Construction Materials, AutoCAD, Surveying",2,Civil Engineer
B.Tech,CS,8.55,96.5,81.5,"Wireframing, Adobe XD, Design Systems, UI/UX, User Testing, Prototyping",5,UX Designer
BA,Economics,8.59,70.6,78.7,"Market Research, Data Analysis, Report Writing, Excel",11,Research Analyst
MBA,Civil,7.75,84.2,93.9,"MS Project, Project Management, Cost Estimation, Contract Management, Primavera P6",11,Construction Manager
B.Com,Economics,8.54,66.6,85.8,"Accounting, Bloomberg, Financial Modeling",11,Financial Analyst
MBA,Marketing,9.07,71.3,91.5,"Roadmapping, Scrum, Product Strategy, Stakeholder Management",15,Product Manager
B.Sc,Design,9.31,83.5,65.9,"Design Systems, UI/UX, Figma, User Testing, Prototyping, Wireframing, Adobe XD",10,UX Designer
B.Tech,Mechanical Engineering,7.1,87.9,81.0,"Thermodynamics, CAD/CAM, Manufacturing, SolidWorks, Ansys, AutoCAD",1,Mechanical Engineer
M.Com,Finance,8.87,78.4,77.0,"GST, Auditing, Advanced Excel, Tally, Taxation, Finance, Accounting",10,Accountant
BA,Design,8.29,70.9,66.1,"UI/UX, Wireframing, Prototyping, Figma, Design Systems, User Testing, Adobe XD",8,UX Designer
B.Tech,Business Administration,9.62,78.4,81.7,"Market Research, Roadmapping, Agile, Product Strategy, Stakeholder Management, Scrum",3,Product Manager
M.Com,Accounting,8.1,81.0,85.1,"Accounting, Valuation, Excel, Data Analysis, Financial Modeling, Bloomberg",3,Financial Analyst
B.Com,Accounting,6.02,70.7,92.2,"Excel, Data Analysis, Valuation, Accounting, Financial Modeling, Bloomberg",9,Financial Analyst
MBA,Civil Engineering,7.3,65.7,81.5,"MS Project, Cost Estimation, Contract Management, Primavera P6, Project Management",3,Construction Manager
BCA,Computer Science,8.29,64.6,63.7,"Node.js, Python, Java",3,Backend Developer
MBA,Communications,9.16,74.2,63.0,"Google Analytics, Content Strategy, Copywriting, Social Media, SEO, Digital Marketing",12,Marketing Specialist
B.Tech,Design,6.95,88.3,89.2,"Angular, React, Next.js, JavaScript",4,Frontend Developer
M.Tech,Information Technology,7.28,76.6,73.7,"Java, GraphQL, SQL, MongoDB, Django, REST APIs, PostgreSQL, FastAPI",3,Backend Developer
B.Com,Finance,7.9,86.4,77.7,"Valuation, Bloomberg, Accounting",6,Financial Analyst
B.Com,Finance,8.89,85.9,71.5,"Advanced Excel, Finance, Tally",8,Accountant
M.Tech,Civil,7.44,88.1,63.2,"STAAD Pro, Structural Analysis, ETABS, AutoCAD",8,Structural Engineer
M.Tech,Computer Science,6.17,71.5,63.5,"Django, GraphQL, Node.js, SQL, PostgreSQL, Docker, FastAPI",11,Backend Developer
MBA,Construction Management,6.6,72.8,77.2,"MS Project, Project Management, Cost Estimation, Primavera P6",11,Construction Manager
BCA,Computer Science,8.23,89.4,62.7,"FastAPI, Django, REST APIs, Python, MongoDB, Docker, Java",1,Backend Developer
MBA,Economics,8.65,73.5,81.6,"Valuation, Bloomberg, Accounting, Excel, Data Analysis, Financial Modeling",6,Financial Analyst
B.Com,Statistics,8.18,85.5,66.6,"SPSS, Data Analysis, Excel, Research",12,Research Analyst
M.Com,Commerce,7.71,86.1,97.3,"Advanced Excel, Accounting, GST",15,Accountant
BBA,Communications,8.57,68.0,61.3,"Content Strategy, Google Analytics, Social Media",0,Marketing Specialist
BBA,Economics,8.12,70.6,62.1,"Valuation, Excel, Accounting",5,Financial Analyst
B.Tech,Computer Science,9.24,87.0,95.2,"NLP, Scikit-Learn, Machine Learning, Pandas, Data Analysis",10,Data Scientist
M.Sc,Statistics,7.91,72.4,72.7,"Market Research, Excel, Research, Report Writing, Data Analysis, SPSS",13,Research Analyst
B.Tech,Mechanical,8.19,61.1,64.5,"Ansys, SolidWorks, AutoCAD, CAD/CAM",11,Mechanical Engineer
B.Tech,Information Technology,7.26,82.0,96.6,"Tailwind, Next.js, Vue, Angular",9,Frontend Developer
Diploma,Civil,9.17,76.9,81.9,"Estimation, Construction Materials, STAAD Pro",5,Civil Engineer
MBA,Construction Management,9.0,70.2,61.3,"Contract Management, Cost Estimation, MS Project",7,Construction Manager
BA,Marketing,6.48,70.5,60.1,"Digital Marketing, Content Strategy, Social Media, SEO, Copywriting, Google Analytics",4,Marketing Specialist
B.Com,Maths,7.39,73.6,69.1,"Power BI, Data Visualization, Excel, Python, Statistics",5,Data Analyst
B.Tech,AI,7.97,72.0,60.3,"System Design, C#, Git, Java, Data Structures",10,Software Engineer
BBA,Business Administration,8.71,92.2,93.3,"Onboarding, Recruiting, Communication",3,HR Manager
BA,Communications,6.85,69.3,73.2,"Google Analytics, Social Media, Content Strategy, Copywriting, SEO, Digital Marketing",1,Marketing Specialist
B.Sc,Information Technology,7.8,81.0,81.0,"Figma, UI/UX, Design Systems, User Testing, Wireframing, Prototyping",12,UX Designer
B.Com,Finance,6.32,79.7,96.6,"Data Visualization, Tableau, Power BI, Process Improvement, Market Research",2,Business Analyst
MCA,Information Technology,7.87,65.1,87.2,"AWS, Jenkins, Docker, Kubernetes, CI/CD, Terraform",13,DevOps Engineer
MA,Education,9.68,64.6,97.4,"Curriculum Development, Lesson Planning, Public Speaking, Mentoring, Communication",9,Teaching Professional
M.Com,Commerce,9.41,91.2,78.9,"Taxation, Auditing, GST, Accounting, Advanced Excel, Finance",4,Accountant
M.Tech,Civil,6.92,95.2,62.4,"Structural Analysis, Steel Design, AutoCAD, ETABS, STAAD Pro",6,Structural Engineer
MA,Mathematics,6.42,64.4,81.3,"Research, SPSS, Data Analysis, Market Research, Report Writing",12,Research Analyst
BA,Economics,6.02,89.8,79.3,"Statistics, SAS, Econometrics, Stata, R, Data Analysis, Economic Research",10,Economist
PhD,Physics,6.21,93.0,86.3,"Communication, Public Speaking, Lesson Planning, Mentoring",13,Teaching Professional
B.Sc,Statistics,8.14,83.4,64.6,"Statistics, Tableau, Data Visualization, SQL, Power BI",10,Data Analyst
BBA,Business Administration,7.69,64.6,69.0,"Data Visualization, Process Improvement, Excel, Market Research",3,Business Analyst
B.Tech,Structural Engineering,9.39,63.8,89.9,"STAAD Pro, AutoCAD, Structural Analysis, Steel Design, ETABS",4,Structural Engineer
B.Tech,Computer Science,9.0,70.0,60.5,"Product Strategy, Market Research, Jira, Stakeholder Management, Agile, Roadmapping, Scrum",12,Product Manager
B.Sc,Computer Science,9.74,78.0,61.4,"Excel, Statistics, Python, Tableau, Data Visualization, Power BI",0,Data Analyst
MCA,Information Technology,6.75,89.3,82.4,"Docker, FastAPI, GraphQL",2,Backend Developer
M.Tech,Mechanical Engineering,9.65,72.9,73.0,"Manufacturing, CAD/CAM, Thermodynamics, AutoCAD, Ansys, SolidWorks",6,Mechanical Engineer
MBA,Accounting,6.76,80.3,95.1,"Finance, Accounting, GST, Tally, Taxation, Auditing",4,Accountant
MBA,Civil Engineering,9.8,74.0,85.6,"Primavera P6, MS Project, Project Management, Cost Estimation, Contract Management",12,Construction Manager
M.Sc,Economics,9.08,86.4,80.9,"Econometrics, R, Stata",9,Economist
M.Tech,Electronics,8.53,91.0,81.8,"Terraform, Jenkins, Linux, Docker, CI/CD, Kubernetes, AWS",12,DevOps Engineer
B.Tech,Mechanical,7.51,83.0,92.7,"CAD/CAM, Ansys, Thermodynamics, AutoCAD, Manufacturing",2,Mechanical Engineer
MA,Economics,7.72,93.4,93.9,"Stata, SAS, Econometrics, Statistics, R, Data Analysis",7,Economist
Diploma,Information Technology,7.5,71.6,93.8,"TypeScript, HTML, CSS, Next.js, Angular, React, Tailwind",9,Frontend Developer
BCA,Information Technology,7.08,88.2,90.7,"System Design, Python, Algorithms",6,Software Engineer
B.Com,Economics,6.44,60.6,64.5,"Data Analysis, Bloomberg, Accounting, Excel, Financial Modeling",7,Financial Analyst
B.Tech,Marketing,7.53,64.9,66.9,"Agile, Roadmapping, Jira, Product Strategy, Market Research, Scrum, Stakeholder Management",1,Product Manager
BCA,Computer Science,7.6,72.6,61.2,"Vue, HTML, CSS, React",10,Frontend Developer
M.Com,Economics,7.58,63.3,85.4,"Bloomberg, Data Analysis, Valuation, Financial Modeling, Excel, Accounting",1,Financial Analyst
PhD,Education,9.35,82.0,61.3,"Curriculum Development, Mentoring, Public Speaking, Lesson Planning, Communication",8,Teaching Professional
M.Tech,Computer Science,6.46,92.9,92.6,"Linux, CI/CD, Kubernetes, Jenkins, Terraform",1,DevOps Engineer
MCA,Computer Science,7.18,77.2,62.2,"Scikit-Learn, TensorFlow, Machine Learning",2,Data Scientist
MCA,Information Technology,8.93,76.8,88.0,"C++, Python, System Design",4,Software Engineer
MBA,Finance,9.28,83.3,83.7,"Advanced Excel, Taxation, Finance, Tally, Auditing",6,Accountant
B.Tech,Marketing,8.01,75.4,70.4,"Product Strategy, Agile, Scrum, Jira, Market Research",8,Product Manager
BA,Human Resources,7.7,84.5,80.7,"Talent Acquisition, Communication, Employee Relations, Onboarding, Recruiting",5,HR Manager
B.Com,Mathematics,7.79,87.5,76.0,"Python, Tableau, Power BI",7,Data Analyst
MBA,Commerce,6.58,82.5,67.9,"Accounting, Advanced Excel, Taxation, Auditing, Finance",2,Accountant
MBA,Business Administration,7.0,75.3,67.7,"Power BI, Data Visualization, SQL, Tableau, Market Research, Excel, Process Improvement",6,Business Analyst
Diploma,Construction,6.11,90.5,60.1,"Site Management, Surveying, AutoCAD, Quality Control, Health & Safety",8,Site Engineer
B.Tech,Information Technology,9.53,74.2,69.1,"Vue, Tailwind, HTML, Next.js, TypeScript, Angular, CSS, React",1,Frontend Developer
B.Tech,Civil,7.44,89.9,90.9,"Cost Estimation, Primavera P6, Contract Management, MS Project",0,Construction Manager
BA,Education,8.91,64.1,69.1,"Mentoring, Communication, Lesson Planning, Public Speaking",10,Teaching Professional
BA,Economics,8.51,81.4,67.6,"Economic Research, Statistics, SAS, Stata, R, Econometrics, Data Analysis",10,Economist
B.Com,Computer Science,9.7,88.2,69.9,"Excel, Tableau, SQL, Python, Data Visualization, Statistics",7,Data Analyst
B.Tech,Civil Engineering,8.83,69.2,89.0,"Project Management, MS Project, Contract Management, Primavera P6",0,Construction Manager
BBA,Marketing,7.93,64.3,73.2,"Google Analytics, Copywriting, SEO, Social Media, Digital Marketing, Content Strategy",11,Marketing Specialist
B.Tech,Information Technology,8.02,74.6,85.6,"REST APIs, Docker, FastAPI, PostgreSQL, Python, Node.js, SQL",2,Backend Developer
PhD,English,8.43,93.0,96.2,"Lesson Planning, Public Speaking, Communication",4,Teaching Professional
MA,Economics,9.24,94.5,79.3,"Data Analysis, SAS, Statistics, Stata, R, Economic Research, Econometrics",8,Economist
B.Tech,Mechanical,6.19,77.8,91.0,"SolidWorks, Ansys, CAD/CAM, Thermodynamics, Manufacturing",7,Mechanical Engineer
M.Sc,Physics,8.17,69.5,72.0,"Lesson Planning, Curriculum Development, Public Speaking, Communication",7,Teaching Professional
B.Tech,Computer Science,7.8,76.1,87.7,"Scrum, Roadmapping, Jira",3,Product Manager
MBA,Civil Engineering,9.58,76.3,61.2,"MS Project, Primavera P6, Project Management, Cost Estimation",15,Construction Manager
M.Sc,Mathematics,9.1,87.8,93.2,"Excel, Data Analysis, Research",13,Research Analyst
MBA,Business Administration,9.34,81.2,91.7,"Process Improvement, Tableau, Market Research, Excel, Power BI",14,Business Analyst
Diploma,Civil Engineering,9.52,74.0,84.7,"Project Management, Construction Materials, AutoCAD, Estimation",10,Civil Engineer
B.Tech,Computer Science,6.09,76.2,65.6,"Vue, CSS, Next.js, React, Tailwind, HTML, Angular",10,Frontend Developer
MA,Economics,8.3,73.9,66.1,"Statistics, Economic Research, R, Econometrics",10,Economist
B.Sc,Design,9.42,75.8,60.6,"Vue, TypeScript, Angular, CSS, HTML",2,Frontend Developer
BBA,Business Administration,7.65,87.4,78.4,"Excel, Power BI, Market Research, Tableau, SQL",9,Business Analyst
BCA,Information Technology,9.52,91.8,82.4,"Data Structures, C++, System Design, Java",12,Software Engineer
Diploma,Mechanical Engineering,8.77,64.6,97.6,"Ansys, SolidWorks, Manufacturing",1,Mechanical Engineer
M.Com,Commerce,9.25,71.4,74.0,"Accounting, Taxation, Auditing, GST, Advanced Excel, Tally, Finance",11,Accountant
B.Sc,Design,6.16,65.3,79.5,"Prototyping, Figma, Design Systems, Wireframing, Adobe XD",7,UX Designer
BCA,Computer Science,6.82,92.3,75.5,"MongoDB, FastAPI, PostgreSQL",8,Backend Developer
Diploma,Mechanical Engineering,8.91,65.0,75.2,"Manufacturing, AutoCAD, Ansys",1,Mechanical Engineer
MBA,Marketing,8.67,66.4,60.9,"Jira, Market Research, Stakeholder Management, Roadmapping, Scrum",10,Product Manager
B.Tech,Civil Engineering,8.76,70.0,90.2,"MS Project, Cost Estimation, Primavera P6",3,Construction Manager
M.Sc,Mathematics,6.98,94.4,95.5,"Report Writing, Data Analysis, Excel, SPSS, Research, Market Research",5,Research Analyst
BBA,Economics,8.79,72.7,77.7,"Financial Modeling, Valuation, Data Analysis, Accounting, Excel",7,Financial Analyst
B.Tech,Business Administration,7.04,66.4,87.9,"Tableau, Data Visualization, Power BI, Excel, SQL, Process Improvement, Market Research",6,Business Analyst
B.Tech,Construction,8.21,76.3,74.8,"Health & Safety, Surveying, AutoCAD, Quality Control, Site Management",1,Site Engineer
B.Com,Marketing,8.75,77.2,72.5,"Copywriting, Content Strategy, Social Media, SEO",9,Marketing Specialist
BA,Business Administration,7.8,94.2,67.2,"Communication, Onboarding, Employee Relations, Talent Acquisition, Recruiting",0,HR Manager
B.Tech,Computer Science,9.54,86.9,82.4,"Stakeholder Management, Agile, Market Research, Roadmapping",5,Product Manager
B.Tech,Civil Engineering,8.1,62.7,92.5,"Primavera P6, Cost Estimation, Contract Management",3,Construction Manager
B.Tech,Civil,9.29,65.5,83.6,"Structural Analysis, AutoCAD, ETABS, STAAD Pro, Steel Design",12,Structural Engineer
M.Com,Finance,6.45,85.9,71.7,"Advanced Excel, Finance, Tally, Auditing, Taxation, GST, Accounting",2,Accountant
MBA,Business Administration,7.36,72.4,65.4,"SQL, Data Visualization, Power BI, Process Improvement, Tableau, Market Research, Excel",13,Business Analyst
B.Com,Commerce,9.35,72.2,65.6,"Advanced Excel, Tally, Accounting, Taxation, GST",11,Accountant
Diploma,Civil Engineering,8.82,81.7,80.7,"Quality Control, Surveying, Site Management, Health & Safety, AutoCAD",10,Site Engineer
MBA,Accounting,8.82,83.3,73.3,"Excel, Bloomberg, Financial Modeling",10,Financial Analyst
MBA,Human Resources,7.36,94.7,91.6,"Talent Acquisition, Recruiting, Onboarding, Employee Relations, Communication",6,HR Manager
M.Sc,Maths,6.65,94.4,84.8,"Curriculum Development, Public Speaking, Mentoring, Lesson Planning, Communication",12,Teaching Professional
MA,Economics,8.53,77.5,94.2,"Statistics, Economic Research, Stata",0,Economist
Diploma,Mechanical,8.92,60.2,80.1,"Manufacturing, Ansys, CAD/CAM, AutoCAD, SolidWorks, Thermodynamics",5,Mechanical Engineer
MA,Economics,6.89,79.0,85.7,"SAS, Statistics, Stata, Data Analysis, Econometrics",6,Economist
Diploma,Civil,9.79,96.2,84.7,"STAAD Pro, Project Management, AutoCAD, Estimation, Construction Materials",9,Civil Engineer
B.Tech,Mathematics,6.67,80.6,81.1,"Data Visualization, Power BI, Tableau, Statistics, SQL, Python, Excel",6,Data Analyst
BBA,Finance,8.95,86.3,85.1,"Excel, Bloomberg, Valuation, Data Analysis",3,Financial Analyst
B.Tech,Civil,9.0,72.1,82.4,"AutoCAD, STAAD Pro, Steel Design, ETABS, Structural Analysis",8,Structural Engineer
MCA,Computer Science,7.78,94.5,61.6,"AWS, Jenkins, Linux, Terraform",11,DevOps Engineer
MBA,Computer Science,8.46,71.3,83.0,"Jira, Agile, Product Strategy, Market Research, Scrum, Stakeholder Management, Roadmapping",10,Product Manager
B.Sc,Mathematics,6.17,75.2,94.0,"Power BI, Tableau, Excel",0,Data Analyst
M.Sc,Economics,6.95,96.6,64.2,"Stata, Statistics, Economic Research, Data Analysis, R",13,Economist
B.Tech,Finance,8.48,72.7,83.1,"Tableau, Market Research, Process Improvement, SQL, Data Visualization",9,Business Analyst
BA,Economics,7.02,60.7,83.6,"Research, SPSS, Report Writing, Market Research, Data Analysis, Excel",2,Research Analyst
B.Tech,Computer Science,7.68,74.0,67.8,"Kubernetes, Linux, Docker",11,DevOps Engineer
Diploma,Mechanical,9.29,95.5,66.7,"Ansys, Manufacturing, CAD/CAM, Thermodynamics, AutoCAD, SolidWorks",6,Mechanical Engineer
M.Tech,Computer Science,9.63,76.4,94.9,"Linux, Terraform, Kubernetes",6,DevOps Engineer
M.Tech,Information Technology,9.14,77.1,95.1,"GraphQL, Docker, Django, MongoDB",7,Backend Developer
MBA,Business Administration,7.9,73.9,81.2,"Market Research, Stakeholder Management, Roadmapping",14,Product Manager
MCA,Information Technology,7.84,90.3,74.9,"PostgreSQL, Java, MongoDB, SQL, Django, REST APIs",9,Backend Developer
Diploma,Civil,8.47,78.6,83.1,"Site Management, Surveying, AutoCAD",7,Site Engineer
B.Tech,Information Technology,8.24,90.2,96.3,"Django, FastAPI, GraphQL, PostgreSQL, Python, MongoDB, Docker",9,Backend Developer
B.Tech,Mechanical,9.18,92.9,96.5,"CAD/CAM, Ansys, AutoCAD, Thermodynamics, SolidWorks",0,Mechanical Engineer
M.Sc,Data Science,8.69,97.7,79.9,"Machine Learning, TensorFlow, Data Analysis, Python, NLP",3,Data Scientist
B.Sc,Computer Science,7.4,60.4,72.4,"Vue, CSS, React, HTML",6,Frontend Developer
BA,Business Administration,9.78,97.9,88.6,"Talent Acquisition, Employee Relations, Recruiting, Onboarding, Communication",4,HR Manager
M.Sc,Mathematics,7.95,93.9,83.2,"Research, Market Research, Data Analysis, Report Writing, SPSS",9,Research Analyst
B.Tech,Design,7.52,70.4,67.3,"Next.js, JavaScript, CSS, Vue, TypeScript, Angular, HTML, Tailwind",2,Frontend Developer
M.Sc,Data Science,8.55,91.5,88.1,"Machine Learning, Pandas, TensorFlow, Deep Learning, Scikit-Learn, Data Analysis, NLP",15,Data Scientist
BA,Human Resources,7.35,74.5,73.0,"Onboarding, Recruiting, Talent Acquisition, Communication",11,HR Manager
BBA,Human Resources,6.27,95.6,83.4,"Communication, Talent Acquisition, Employee Relations",9,HR Manager
MCA,Computer Science,6.43,87.4,65.6,"Kubernetes, Terraform, Linux, CI/CD, Docker, Jenkins",2,DevOps Engineer
MBA,Communications,6.0,90.3,84.3,"SEO, Google Analytics, Content Strategy, Social Media, Digital Marketing",11,Marketing Specialist
B.Com,Communications,7.04,73.3,68.3,"Copywriting, Digital Marketing, Social Media",4,Marketing Specialist
B.Sc,Maths,6.74,72.0,93.0,"Statistics, Excel, SQL, Python, Data Visualization",7,Data Analyst
BCA,Computer Science,9.71,94.1,74.2,"GraphQL, MongoDB, Java, Python, PostgreSQL, Django, FastAPI, REST APIs",4,Backend Developer
B.Sc,Computer Science,9.75,97.2,89.0,"JavaScript, Tailwind, Next.js",7,Frontend Developer
MCA,Data Science,8.42,73.9,74.1,"Machine Learning, Deep Learning, Pandas, Statistics",11,Data Scientist
M.Com,Commerce,9.42,64.5,89.3,"Accounting, Finance, Auditing",4,Accountant
M.Com,Accounting,9.2,67.8,97.6,"Financial Modeling, Bloomberg, Valuation, Accounting",15,Financial Analyst
Diploma,Mechanical,7.75,69.9,92.1,"Manufacturing, Ansys, SolidWorks, CAD/CAM, AutoCAD, Thermodynamics",9,Mechanical Engineer
B.Tech,Construction Management,7.13,64.3,68.0,"Cost Estimation, Project Management, Primavera P6, MS Project, Contract Management",9,Construction Manager
BA,Education,8.42,63.6,85.1,"Public Speaking, Lesson Planning, Mentoring",1,Teaching Professional
M.Tech,Civil,8.24,74.7,70.4,"Surveying, STAAD Pro, Project Management, AutoCAD, Estimation",10,Civil Engineer
M.Tech,Computer Science,9.44,84.3,72.5,"Docker, GraphQL, Django, Python, REST APIs, FastAPI, Java, MongoDB",14,Backend Developer
MBA,Economics,7.97,79.2,93.4,"Excel, Accounting, Financial Modeling, Valuation, Bloomberg, Data Analysis",6,Financial Analyst
B.Tech,Information Technology,6.7,63.6,88.6,"Linux, Terraform, AWS, Docker, Kubernetes",8,DevOps Engineer
BA,Mathematics,8.84,83.7,95.1,"Excel, Report Writing, Research, Data Analysis, SPSS",12,Research Analyst
MA,Mathematics,8.0,65.3,78.7,"Market Research, Excel, SPSS, Report Writing",6,Research Analyst
B.Tech,Maths,7.34,75.4,70.1,"SQL, Excel, Tableau",3,Data Analyst
B.Tech,Design,8.28,85.8,65.7,"JavaScript, TypeScript, Vue, Next.js",10,Frontend Developer
B.Tech,Civil Engineering,6.75,76.5,86.8,"Health & Safety, Site Management, AutoCAD, Quality Control, Surveying",1,Site Engineer
